"Unique ID";"EU Member";"Nation";"Position";"Age";"Name";"Club";"Best Rating";"Best Pot Rating";"PoD";"Value";"Wage";"GK Rating";"DC Rating";"DR Rating";"DL Rating";"DM Rating";"MC Rating";"AMC Rating";"AMR Rating";"AML Rating";"FS Rating";"TS Rating";"GK Pot Rating";"DR Pot Rating";"DC Pot Rating";"DL Pot Rating";"DM Pot Rating";"MC Pot Rating";"AMR Pot Rating";"AMC Pot Rating";"AML Pot Rating";"FS Pot Rating";"TS Pot Rating"
"93060237";"Yes";"Sweden";"ST";"23";"Lidberg, Isac";"Utrecht";"66.0% (TS)";"70.5% (TS)";"59%";"137.070";"1.290";"41.40%";"52.34%";"53.80%";"53.80%";"53.01%";"53.67%";"63.79%";"63.47%";"62.32%";"64.80%";"66.04%";"44.55%";"57.53%";"55.98%";"57.53%";"55.41%";"56.07%";"68.13%";"68.34%";"66.90%";"69.36%";"70.52%"
"16130398";"Yes";"Austria";"D C, DM";"26";"Lienhart, Philipp";"Freiburg";"78.7% (CB)";"80.2% (CB)";"100%";"2.844.330";"10.780";"44.09%";"78.66%";"61.52%";"61.52%";"73.23%";"70.83%";"56.50%";"59.82%";"59.82%";"54.50%";"55.02%";"45.37%";"62.70%";"80.17%";"62.70%";"73.23%";"70.83%";"61.09%";"57.73%";"61.09%";"55.76%";"56.26%"
"2000083680";"Yes";"Finland";"AM C";"18";"Liimatta, Otso";"Famalicão";"64.7% (W)";"75.5% (W)";"24%";"663.840";"100";"36.34%";"48.66%";"51.45%";"51.45%";"49.20%";"62.14%";"62.84%";"64.74%";"64.74%";"59.62%";"56.49%";"42.61%";"60.08%";"57.19%";"60.08%";"58.20%";"72.98%";"75.45%";"72.90%";"75.45%";"68.78%";"65.65%"
"19259597";"No";"Brazil";"AM RC";"26";"Lima";"Fluminense";"74.1% (W)";"76.5% (W)";"23%";"1.220.400";"860";"42.69%";"55.40%";"59.40%";"59.40%";"57.30%";"70.30%";"71.50%";"74.07%";"72.73%";"55.13%";"54.00%";"44.01%";"61.33%";"57.28%";"61.33%";"59.41%";"72.80%";"76.48%";"73.75%";"75.10%";"56.80%";"55.67%"
"2000019894";"Yes";"Portugal";"DM";"18";"Lima, Guilherme";"Rio Ave";"56.2% (DM)";"67.8% (DM)";"26%";"0";"100";"34.76%";"46.40%";"47.54%";"47.54%";"56.16%";"54.65%";"45.22%";"47.38%";"47.38%";"44.18%";"43.45%";"41.62%";"56.76%";"55.55%";"56.76%";"67.77%";"65.59%";"56.77%";"53.91%";"56.77%";"52.44%";"51.57%"
"2000013437";"Yes";"Portugal";"D C";"21";"Lima, Nuno";"Paços de Ferreira";"71.2% (CB)";"75.6% (CB)";"59%";"870.750";"900";"43.15%";"71.16%";"68.62%";"57.56%";"64.93%";"54.46%";"53.49%";"57.48%";"57.48%";"50.75%";"51.10%";"45.77%";"72.77%";"75.60%";"61.04%";"69.20%";"57.91%";"60.93%";"56.65%";"60.93%";"53.72%";"54.09%"
"55009690";"Yes";"Portugal";"D/WB/M L";"32";"Lima, Rúben";"Famalicão";"76.5% (W)";"77.5% (W)";"1%";"437.720";"2.720";"44.15%";"71.28%";"60.37%";"75.46%";"59.78%";"71.97%";"57.70%";"62.17%";"75.86%";"54.54%";"53.58%";"44.87%";"61.13%";"72.25%";"76.42%";"60.32%";"72.63%";"62.95%";"58.47%";"76.82%";"55.31%";"54.34%"
"14196679";"No";"Argentina";"DM";"26";"Linares, Nicolás";"Instituto";"72.6% (DM)";"72.6% (DM)";"100%";"1.228.100";"1.460";"41.54%";"57.17%";"58.73%";"58.73%";"72.64%";"70.63%";"54.91%";"58.59%";"58.59%";"51.86%";"51.13%";"41.81%";"58.98%";"57.42%";"58.98%";"72.64%";"70.63%";"58.85%";"55.16%";"58.85%";"52.12%";"51.39%"
"93023425";"Yes";"Sweden";"D C";"27";"Lindelöf, Victor";"Man Utd";"78.8% (CB)";"82.7% (CB)";"22%";"14.912.060";"170.000";"45.30%";"78.77%";"77.18%";"71.74%";"72.99%";"66.91%";"58.84%";"63.40%";"63.40%";"56.07%";"56.01%";"48.11%";"80.95%";"82.73%";"75.24%";"75.05%";"68.74%";"66.58%";"61.84%";"66.58%";"59.00%";"58.92%"
"27143432";"Yes";"Denmark";"AM RLC";"22";"Lindstrøm, Jesper";"Napoli";"80.6% (W)";"85.2% (W)";"50%";"5.908.660";"40.000";"45.21%";"59.62%";"63.68%";"63.68%";"71.99%";"76.48%";"78.31%";"80.24%";"80.57%";"74.25%";"72.58%";"47.72%";"67.36%";"63.21%";"67.36%";"76.76%";"81.25%";"84.86%";"82.57%";"85.21%";"78.11%";"76.45%"
"96032464";"Yes";"Poland";"DM";"27";"Linetty, Karol";"Torino";"80.1% (M)";"81.6% (M)";"100%";"4.991.640";"42.940";"44.44%";"61.32%";"64.19%";"64.19%";"79.35%";"80.09%";"75.59%";"73.41%";"73.41%";"60.03%";"59.37%";"46.78%";"66.67%";"63.85%";"66.67%";"80.88%";"81.55%";"76.37%";"78.61%";"76.37%";"62.46%";"61.79%"
"25055110";"Yes";"Czech Republic";"AM RC";"23";"Lingr, Ondrej";"Feyenoord";"76.5% (AM)";"79.0% (AM)";"55%";"1.748.810";"3.500";"44.50%";"60.08%";"61.91%";"61.91%";"60.46%";"72.72%";"76.49%";"76.26%";"75.90%";"72.63%";"71.58%";"45.88%";"64.09%";"62.19%";"64.09%";"63.00%";"75.66%";"79.01%";"79.04%";"78.64%";"74.90%";"73.84%"
"37073547";"Yes";"Netherlands";"DM, M RC";"22";"Linthorst, Evert";"Go Ahead Eagles";"73.2% (W)";"78.5% (W)";"48%";"913.050";"2.590";"43.24%";"58.74%";"59.85%";"59.85%";"72.30%";"72.04%";"64.58%";"67.45%";"59.21%";"54.87%";"54.91%";"46.40%";"64.05%";"62.88%";"64.05%";"77.34%";"76.98%";"72.34%";"69.05%";"63.50%";"58.57%";"58.62%"
"2000098016";"Yes";"Italy";"DM";"17";"Lipani, Luca";"Sassuolo";"60.1% (DM)";"74.3% (DM)";"25%";"276.180";"220";"36.21%";"48.00%";"48.67%";"48.67%";"60.14%";"58.94%";"45.47%";"47.82%";"47.82%";"42.94%";"43.39%";"45.26%";"60.40%";"59.87%";"60.40%";"74.34%";"72.78%";"59.80%";"56.55%";"59.80%";"53.53%";"53.98%"
"96088213";"Yes";"Poland";"AM RLC";"24";"Listkowski, Marcin";"Lecce";"74.9% (W)";"78.6% (W)";"50%";"378.100";"3.980";"42.08%";"56.15%";"59.92%";"59.92%";"58.72%";"74.28%";"71.95%";"74.85%";"74.85%";"65.85%";"64.55%";"44.30%";"62.93%";"59.08%";"62.93%";"61.60%";"77.78%";"78.63%";"75.41%";"78.63%";"68.93%";"67.63%"
"2000217085";"Yes";"France";"ST";"16";"Livemont, Antoine";"Lille";"54.9% (FS)";"65.8% (FS)";"28%";"85.350";"60";"33.18%";"41.00%";"40.55%";"40.55%";"39.05%";"41.94%";"42.94%";"41.96%";"41.96%";"54.95%";"54.64%";"40.08%";"50.03%";"50.28%";"50.03%";"48.31%";"51.09%";"51.56%";"52.04%";"51.56%";"65.79%";"65.44%"
"28124569";"Yes";"England / Portugal / Scotland";"D/WB R";"19";"Livramento, Tino";"Newcastle";"79.9% (FB)";"91.3% (FB)";"26%";"43.244.460";"80.000";"45.38%";"74.28%";"79.87%";"77.97%";"59.78%";"60.11%";"59.64%";"78.38%";"64.24%";"58.12%";"57.48%";"52.15%";"91.27%";"85.26%";"89.10%";"68.96%";"69.00%";"89.68%";"68.04%";"73.49%";"66.12%";"65.48%"
"19273275";"Yes";"Brazil / Italy";"DM";"24";"Liziero";"Coritiba";"76.2% (M)";"79.6% (M)";"50%";"1.377.720";"3.690";"44.13%";"58.12%";"60.80%";"73.81%";"75.64%";"76.23%";"72.07%";"61.91%";"61.91%";"56.68%";"55.81%";"46.48%";"63.83%";"61.16%";"77.49%";"79.07%";"79.61%";"65.00%";"75.54%";"65.00%";"59.42%";"58.55%"
"16155354";"Yes";"Austria / Croatia";"D C, DM, AM RC";"24";"Ljubicic, Dejan";"FC Köln";"81.2% (W)";"82.4% (W)";"100%";"5.918.220";"10.780";"46.95%";"76.34%";"66.15%";"66.15%";"78.99%";"79.33%";"78.07%";"80.43%";"78.98%";"61.13%";"60.43%";"47.59%";"67.11%";"77.52%";"67.11%";"80.61%";"80.87%";"81.58%";"79.11%";"80.11%";"61.89%";"61.22%"
"20046468";"No";"United States / Mexico";"AM RLC";"21";"Llanez, Ulysses";"Wolfsburg";"67.1% (W)";"74.2% (W)";"36%";"75.990";"4.130";"37.02%";"47.56%";"51.05%";"51.05%";"49.65%";"51.51%";"63.50%";"66.62%";"67.09%";"60.76%";"58.95%";"40.84%";"56.62%";"52.97%";"56.62%";"55.38%";"57.09%";"73.67%";"69.87%";"74.19%";"66.57%";"64.74%"
"37071196";"Yes";"Netherlands / Spain";"D C, DM";"21";"Llansana, Enric";"Go Ahead Eagles";"66.2% (DM)";"73.6% (DM)";"38%";"590.640";"1.510";"38.41%";"64.99%";"52.93%";"52.93%";"66.17%";"64.19%";"59.56%";"51.98%";"51.98%";"48.77%";"48.86%";"43.42%";"59.29%";"72.96%";"59.29%";"73.63%";"71.34%";"58.43%";"66.67%";"58.43%";"54.48%";"54.60%"
"67011217";"Yes";"Spain";"D C";"28";"Llorente, Diego";"Roma";"79.6% (CB)";"85.1% (CB)";"5%";"3.442.870";"46.500";"47.14%";"79.59%";"76.77%";"76.77%";"73.84%";"60.95%";"59.67%";"63.47%";"63.47%";"56.81%";"56.87%";"50.38%";"81.96%";"85.08%";"81.96%";"78.93%";"65.02%";"67.73%";"63.59%";"67.73%";"60.52%";"60.59%"
"67196198";"Yes";"Spain";"WB R, DM, AM RC";"27";"Llorente, Marcos";"Atlético Madrid";"81.8% (W)";"86.9% (W)";"24%";"36.446.160";"132.640";"46.39%";"76.03%";"80.64%";"66.09%";"80.62%";"80.49%";"77.32%";"80.18%";"65.70%";"72.33%";"71.89%";"49.63%";"85.47%";"80.69%";"70.04%";"84.22%";"84.03%";"85.17%";"82.01%";"69.80%";"76.72%";"76.25%"
"8428653";"Yes";"France";"GK";"35";"Lloris, Hugo";"Tottenham";"78.0% (GK)";"77.6% (GK)";"0%";"1.842.020";"120.000";"77.97%";"53.19%";"53.57%";"53.57%";"52.04%";"50.91%";"50.12%";"51.27%";"51.27%";"46.19%";"46.74%";"77.56%";"53.27%";"52.89%";"53.27%";"52.04%";"50.91%";"50.94%";"49.80%";"50.94%";"45.87%";"46.42%"
"14108651";"Yes";"Argentina / Italy";"DM, AM LC";"26";"Lo Celso, Giovani";"Tottenham";"82.1% (W)";"85.1% (W)";"28%";"17.278.130";"100.000";"44.90%";"61.70%";"64.64%";"64.64%";"79.60%";"81.21%";"79.30%";"71.45%";"75.62%";"61.19%";"59.94%";"46.74%";"67.02%";"64.04%";"67.02%";"82.23%";"83.81%";"74.07%";"82.11%";"78.40%";"63.32%";"62.07%"
"76036853";"No";"Colombia";"DM";"28";"Loaiza, Raúl";"Lanús";"75.1% (DM)";"76.0% (DM)";"100%";"2.525.580";"4.130";"45.27%";"60.38%";"62.32%";"62.32%";"75.11%";"72.35%";"57.91%";"61.28%";"61.28%";"55.21%";"55.17%";"45.59%";"62.89%";"60.95%";"62.89%";"75.98%";"73.22%";"61.87%";"58.44%";"61.87%";"55.73%";"55.68%"
"63012964";"Yes";"Slovakia";"DM";"27";"Lobotka, Stanislav";"Napoli";"85.3% (DM)";"86.4% (DM)";"100%";"34.885.480";"42.440";"49.71%";"66.86%";"69.05%";"69.05%";"85.31%";"83.77%";"79.63%";"69.93%";"69.93%";"62.90%";"60.99%";"49.93%";"69.62%";"67.37%";"69.62%";"86.38%";"84.82%";"70.50%";"80.25%";"70.50%";"63.37%";"61.45%"
"43167354";"Yes";"Italy";"DM";"24";"Locatelli, Manuel";"Juventus";"83.4% (DM)";"85.8% (DM)";"52%";"17.901.770";"92.020";"48.88%";"66.00%";"67.88%";"67.88%";"83.39%";"81.97%";"77.09%";"67.23%";"67.23%";"62.51%";"62.35%";"50.23%";"69.65%";"67.83%";"69.65%";"85.83%";"84.34%";"69.02%";"79.08%";"69.02%";"64.08%";"63.94%"
"59093382";"No";"Georgia";"D C";"24";"Lochoshvili, Luka";"Cremonese";"73.3% (CB)";"77.3% (CB)";"42%";"2.038.010";"10.330";"43.47%";"73.32%";"59.27%";"71.56%";"56.12%";"55.83%";"54.83%";"58.49%";"58.49%";"52.27%";"53.13%";"45.73%";"62.36%";"77.25%";"75.29%";"59.25%";"58.88%";"61.53%";"57.61%";"61.53%";"54.90%";"55.77%"
"14167060";"No";"Argentina";"AM LC";"24";"Lodico, Gastón";"Instituto";"74.0% (W)";"77.5% (W)";"45%";"753.380";"3.080";"41.01%";"54.10%";"58.07%";"58.07%";"57.72%";"69.14%";"69.99%";"59.84%";"73.99%";"53.95%";"52.14%";"42.96%";"60.83%";"56.79%";"60.83%";"60.53%";"72.41%";"62.66%";"73.19%";"77.47%";"56.36%";"54.55%"
"28068727";"No";"England";"DM, AM C";"26";"Loftus-Cheek, Ruben";"Milan";"83.5% (M)";"87.7% (M)";"25%";"14.060.370";"74.440";"50.06%";"66.91%";"66.74%";"66.74%";"80.93%";"83.45%";"82.33%";"81.40%";"80.37%";"77.58%";"77.84%";"52.56%";"70.19%";"70.33%";"70.19%";"85.22%";"87.69%";"85.67%";"86.36%";"84.59%";"81.22%";"81.46%"
"2000055146";"Yes";"Belgium / DR Congo";"AM C";"17";"Lokesa, Chris";"RKC Waalwijk";"66.8% (M)";"77.9% (W)";"23%";"2.319.130";"1.720";"38.95%";"51.64%";"53.39%";"53.39%";"53.34%";"66.82%";"64.40%";"66.31%";"66.31%";"51.23%";"50.18%";"45.96%";"62.71%";"60.87%";"62.71%";"62.34%";"77.73%";"77.87%";"75.15%";"77.87%";"59.47%";"58.41%"
"14007349";"Yes";"Argentina / Italy";"D C";"35";"Lollo, Luciano";"Estudiantes (LP)";"73.7% (CB)";"73.8% (CB)";"0%";"236.910";"6.350";"44.49%";"73.69%";"59.20%";"59.20%";"58.07%";"57.11%";"55.45%";"59.14%";"59.14%";"53.35%";"53.71%";"44.61%";"59.31%";"73.83%";"59.31%";"58.07%";"57.11%";"59.26%";"55.56%";"59.26%";"53.47%";"53.82%"
"2000023246";"Yes";"France";"D RLC";"18";"Lomami, Irvyn";"Lyon";"64.4% (FB)";"74.3% (FB)";"34%";"864.540";"560";"38.26%";"59.98%";"64.42%";"63.72%";"58.51%";"47.67%";"47.01%";"50.60%";"50.60%";"45.17%";"45.24%";"44.07%";"74.30%";"69.65%";"73.50%";"68.19%";"55.47%";"58.56%";"54.23%";"58.56%";"52.08%";"52.22%"
"43123385";"Yes";"Italy";"WB R, AM RLC";"26";"Lombardi, Cristiano";"Lazio";"69.2% (W)";"71.6% (W)";"30%";"56.170";"12.270";"39.90%";"51.33%";"54.14%";"54.14%";"52.52%";"53.89%";"66.35%";"69.18%";"67.85%";"65.00%";"64.51%";"41.22%";"56.07%";"53.21%";"56.07%";"54.62%";"55.94%";"71.61%";"68.55%";"70.24%";"67.03%";"66.54%"
"14221878";"No";"Argentina";"D C";"20";"Lomónaco, Kevin";"Tigre";"77.1% (CB)";"83.4% (CB)";"45%";"3.510.680";"680";"44.61%";"77.13%";"62.33%";"62.33%";"59.50%";"59.47%";"58.84%";"61.26%";"61.26%";"57.51%";"57.57%";"48.47%";"67.20%";"83.43%";"67.20%";"64.11%";"63.93%";"66.08%";"63.25%";"66.08%";"61.69%";"61.79%"
"14226977";"No";"Colombia / Argentina";"ST";"22";"Londoño, Flabian";"Arsenal (Sarandí)";"68.6% (FS)";"72.7% (FS)";"51%";"1.118.010";"640";"40.71%";"55.23%";"57.28%";"57.28%";"53.72%";"54.58%";"55.46%";"56.50%";"56.50%";"68.56%";"68.34%";"43.30%";"60.90%";"58.77%";"60.90%";"57.47%";"58.29%";"60.14%";"58.93%";"60.14%";"72.67%";"72.43%"
"14241895";"No";"Argentina";"DM";"24";"Longo, Santiago";"Belgrano";"73.5% (DM)";"75.2% (DM)";"100%";"1.926.220";"690";"45.11%";"60.54%";"61.99%";"61.99%";"73.54%";"73.37%";"57.79%";"60.54%";"60.54%";"55.54%";"55.29%";"46.05%";"63.29%";"61.81%";"63.29%";"75.21%";"74.99%";"61.85%";"59.00%";"61.85%";"56.67%";"56.41%"
"28100360";"No";"England";"DM";"24";"Longstaff, Sean";"Newcastle";"79.3% (M)";"81.7% (M)";"48%";"5.657.860";"30.000";"44.19%";"61.46%";"64.69%";"64.69%";"79.02%";"79.29%";"75.71%";"77.11%";"64.68%";"59.05%";"58.26%";"45.98%";"66.88%";"63.71%";"66.88%";"81.44%";"81.66%";"79.78%";"78.25%";"66.92%";"61.06%";"60.28%"
"29141828";"No";"Nigeria / England";"AM RLC, F C";"24";"Lookman, Ademola";"Atalanta";"79.7% (W)";"82.1% (W)";"48%";"18.469.370";"38.300";"44.32%";"58.88%";"62.64%";"62.64%";"60.37%";"62.11%";"77.89%";"79.09%";"79.65%";"75.77%";"73.95%";"45.72%";"64.61%";"60.81%";"64.61%";"62.51%";"64.18%";"81.56%";"80.14%";"82.14%";"77.84%";"76.03%"
"85003956";"Yes";"Portugal / France";"GK";"31";"Lopes, Anthony";"Lyon";"79.2% (GK)";"79.8% (GK)";"1%";"300.000.000";"62.830";"79.20%";"51.47%";"50.49%";"50.49%";"49.69%";"50.24%";"49.64%";"49.86%";"49.86%";"46.46%";"47.38%";"79.79%";"50.82%";"51.84%";"50.82%";"50.32%";"50.86%";"50.14%";"49.93%";"50.14%";"46.71%";"47.65%"
"14226978";"No";"Argentina";"AM RLC";"21";"López Muñoz, Hernán";"Godoy Cruz";"71.5% (W)";"75.9% (W)";"64%";"1.356.990";"460";"40.69%";"52.09%";"56.33%";"56.33%";"55.74%";"56.92%";"69.76%";"71.51%";"70.91%";"66.05%";"63.64%";"43.12%";"59.80%";"55.41%";"59.80%";"59.27%";"60.35%";"75.91%";"73.82%";"75.27%";"69.76%";"67.32%"
"14183200";"No";"Argentina";"D/WB/M R";"22";"López, Elías";"Arsenal (Sarandí)";"74.9% (FB)";"79.2% (FB)";"60%";"1.284.920";"2.810";"39.45%";"53.50%";"74.90%";"59.92%";"55.92%";"56.38%";"55.89%";"72.14%";"59.75%";"52.76%";"51.03%";"41.94%";"79.19%";"56.85%";"63.35%";"59.34%";"59.71%";"76.34%";"59.07%";"63.23%";"55.78%";"54.04%"
"2000044526";"No";"Argentina";"ST";"21";"López, José Manuel";"Palmeiras";"71.5% (TS)";"76.7% (W)";"51%";"7.692.980";"1.550";"43.11%";"58.83%";"60.43%";"60.43%";"57.68%";"57.86%";"58.02%";"59.23%";"71.51%";"70.81%";"71.54%";"46.04%";"64.67%";"62.95%";"64.67%";"61.86%";"61.98%";"63.49%";"62.02%";"76.66%";"75.56%";"76.25%"
"14213764";"No";"Argentina";"DM, M RC";"22";"López, Julián";"Defensa y Justicia";"70.1% (W)";"77.1% (W)";"47%";"1.001.040";"2.020";"40.97%";"66.50%";"57.88%";"57.88%";"69.48%";"69.32%";"53.80%";"64.61%";"63.60%";"52.49%";"52.40%";"45.13%";"63.38%";"72.91%";"63.38%";"75.58%";"75.30%";"71.02%";"58.94%";"69.90%";"57.42%";"57.32%"
"2000112396";"No";"Argentina";"DM, AM C";"20";"López, Kevin";"Independiente";"72.7% (M)";"82.9% (DM)";"29%";"4.209.780";"1.110";"41.41%";"57.02%";"59.84%";"59.84%";"72.60%";"72.73%";"70.11%";"60.17%";"60.17%";"54.70%";"53.86%";"47.52%";"68.14%";"65.21%";"68.14%";"82.88%";"82.77%";"68.63%";"79.70%";"68.63%";"62.02%";"61.15%"
"955277";"Yes";"Argentina / Italy";"ST";"39";"López, Lisandro";"Sarmiento (Junín)";"73.4% (FS)";"73.9% (FS)";"0%";"84.760";"6.000";"44.97%";"58.71%";"59.21%";"59.21%";"61.40%";"60.70%";"71.07%";"59.20%";"71.47%";"73.42%";"72.84%";"45.38%";"59.60%";"59.11%";"59.60%";"61.40%";"60.70%";"59.61%";"71.55%";"71.97%";"73.93%";"73.34%"
"14235367";"No";"Argentina";"M R";"24";"López, Lucas";"Barracas Central";"70.7% (W)";"73.0% (W)";"100%";"462.540";"450";"40.52%";"53.75%";"67.24%";"55.69%";"54.42%";"66.99%";"53.21%";"68.25%";"68.25%";"50.89%";"50.51%";"42.05%";"69.43%";"55.56%";"57.51%";"55.61%";"68.37%";"70.54%";"54.98%";"70.54%";"52.61%";"52.22%"
"77051575";"No";"Peru / United States";"D/WB/M L";"22";"López, Marcos";"Feyenoord";"77.4% (WB)";"82.7% (WB)";"51%";"3.449.890";"8.620";"41.37%";"57.69%";"61.45%";"76.81%";"68.98%";"69.75%";"56.96%";"62.00%";"75.65%";"54.85%";"54.28%";"44.59%";"65.70%";"61.85%";"82.13%";"73.76%";"74.37%";"66.34%";"60.90%";"80.96%";"58.61%";"58.03%"
"85140254";"Yes";"France / Algeria";"DM, AM C";"24";"Lopez, Maxime";"Fiorentina";"81.8% (DM)";"85.4% (DM)";"52%";"10.309.900";"12.770";"48.08%";"62.63%";"65.97%";"65.97%";"81.78%";"80.79%";"77.59%";"66.23%";"66.23%";"59.97%";"57.95%";"49.84%";"68.52%";"65.14%";"68.52%";"85.36%";"84.28%";"68.81%";"80.50%";"68.81%";"62.18%";"60.16%"
"78048433";"No";"Uruguay";"ST";"28";"López, Renzo";"Tigre";"70.4% (TS)";"71.0% (TS)";"100%";"1.700.960";"940";"43.47%";"57.83%";"58.64%";"58.64%";"56.83%";"56.70%";"56.06%";"58.24%";"58.24%";"69.53%";"70.38%";"43.89%";"59.15%";"58.31%";"59.15%";"57.26%";"57.11%";"58.73%";"56.58%";"58.73%";"70.15%";"70.96%"
"12079003";"No";"Senegal";"DM";"20";"Lopy, Dion";"Almería";"69.2% (DM)";"78.0% (DM)";"28%";"3.172.640";"290";"41.27%";"55.32%";"57.74%";"57.74%";"69.20%";"68.97%";"53.96%";"58.27%";"58.27%";"52.89%";"52.63%";"46.59%";"64.87%";"62.49%";"64.87%";"77.96%";"77.61%";"65.55%";"60.60%";"65.55%";"59.20%";"58.92%"
"85093050";"No";"Senegal";"DM";"30";"Lopy, Joseph";"Angers";"71.4% (M)";"73.1% (M)";"100%";"228.670";"570";"43.13%";"69.18%";"59.37%";"59.37%";"70.52%";"71.43%";"56.52%";"59.43%";"59.43%";"54.23%";"54.11%";"43.91%";"60.51%";"70.60%";"60.51%";"72.20%";"73.05%";"60.61%";"57.59%";"60.61%";"55.25%";"55.12%"
"14047003";"No";"Argentina";"GK";"29";"Losada, Nahuel";"Belgrano";"71.4% (GK)";"71.5% (GK)";"100%";"1.466.670";"980";"71.37%";"48.27%";"46.21%";"46.21%";"44.93%";"45.30%";"44.33%";"44.88%";"44.88%";"41.84%";"43.32%";"71.52%";"46.32%";"48.38%";"46.32%";"44.93%";"45.30%";"45.00%";"44.45%";"45.00%";"41.95%";"43.44%"
"8434242";"Yes";"France / Spain";"DM";"36";"Losilla, Anthony";"Bochum";"77.9% (DM)";"77.9% (CB)";"100%";"239.980";"5.950";"46.39%";"76.65%";"63.25%";"63.25%";"77.94%";"76.48%";"58.92%";"61.65%";"61.65%";"56.59%";"56.72%";"47.51%";"64.29%";"77.95%";"64.29%";"77.94%";"76.48%";"62.77%";"60.01%";"62.77%";"57.69%";"57.82%"
"2000211628";"Yes";"Finland";"D C";"18";"Lötjönen, Arttu";"Sampdoria";"51.5% (CB)";"60.6% (CB)";"32%";"37.070";"350";"31.99%";"51.48%";"39.24%";"39.24%";"37.23%";"35.37%";"33.86%";"36.44%";"36.44%";"32.75%";"34.42%";"37.49%";"46.38%";"60.60%";"46.38%";"43.94%";"41.87%";"43.54%";"40.41%";"43.54%";"38.96%";"40.65%"
"98034811";"No";"Switzerland / DR Congo";"D/WB RL, M R";"23";"Lotomba, Jordan";"Nice";"80.5% (FB)";"83.6% (FB)";"56%";"930.230";"6.640";"43.27%";"59.77%";"80.46%";"78.91%";"60.37%";"60.10%";"59.18%";"77.63%";"70.97%";"57.43%";"56.21%";"45.01%";"83.60%";"62.20%";"82.00%";"63.13%";"62.79%";"80.71%";"61.46%";"73.78%";"59.58%";"58.35%"
"14110645";"Yes";"Argentina / Italy";"ST";"26";"Lotti, Augusto";"Lanús";"73.8% (W)";"76.1% (W)";"100%";"2.269.880";"8.630";"42.93%";"57.55%";"60.48%";"60.48%";"58.52%";"59.32%";"58.63%";"72.59%";"73.43%";"71.09%";"70.38%";"44.39%";"62.32%";"59.34%";"62.32%";"59.81%";"60.57%";"74.85%";"60.38%";"75.72%";"73.21%";"72.49%"
"2000066006";"Yes";"Morocco / Germany";"AM LC";"18";"Loune, Mehdi";"Frankfurt";"65.2% (W)";"76.8% (W)";"27%";"413.820";"1.720";"37.09%";"48.12%";"51.88%";"51.88%";"51.23%";"64.67%";"62.44%";"52.53%";"64.68%";"49.44%";"47.99%";"43.77%";"61.01%";"57.06%";"61.01%";"60.40%";"75.82%";"61.85%";"72.88%";"76.16%";"57.42%";"55.96%"
"55082251";"Yes";"Portugal";"AM RLC";"24";"Lourenço, Bruno";"Boavista";"75.4% (W)";"78.7% (W)";"46%";"2.326.660";"1.940";"42.54%";"56.50%";"59.37%";"59.37%";"68.22%";"72.53%";"72.40%";"75.17%";"75.42%";"56.35%";"55.48%";"44.39%";"61.97%";"59.02%";"61.97%";"71.11%";"75.46%";"78.46%";"75.35%";"78.73%";"58.59%";"57.74%"
"43318558";"Yes";"Italy";"D C";"22";"Lovato, Matteo";"Salernitana";"75.5% (CB)";"82.2% (CB)";"41%";"7.075.690";"12.270";"45.73%";"75.46%";"58.34%";"58.34%";"55.66%";"54.57%";"53.75%";"56.94%";"56.94%";"51.75%";"52.75%";"49.73%";"63.60%";"82.19%";"63.60%";"60.97%";"59.70%";"62.15%";"58.53%";"62.15%";"56.25%";"57.26%"
"14181099";"No";"Argentina";"AM RLC";"23";"Lovera, Maximiliano";"Rosario Central";"68.1% (W)";"71.7% (W)";"51%";"221.740";"10.200";"37.26%";"49.62%";"53.19%";"53.19%";"51.96%";"64.67%";"65.60%";"67.04%";"68.06%";"63.49%";"61.70%";"39.52%";"56.03%";"52.46%";"56.03%";"54.50%";"67.64%";"70.61%";"68.98%";"71.68%";"66.62%";"64.83%"
"24000971";"Yes";"Croatia / Bosnia & Herzegovina";"D C";"33";"Lovren, Dejan";"Lyon";"78.5% (CB)";"78.6% (CB)";"0%";"300.000.000";"42.990";"46.99%";"78.48%";"73.87%";"73.87%";"59.78%";"58.91%";"57.74%";"60.67%";"60.67%";"55.99%";"56.77%";"47.11%";"74.00%";"78.62%";"74.00%";"59.78%";"58.91%";"60.79%";"57.86%";"60.79%";"56.10%";"56.89%"
"16135875";"Yes";"Slovenia / Austria";"AM C";"24";"Lovric, Sandi";"Udinese";"78.3% (M)";"80.9% (M)";"42%";"4.030.220";"25.640";"45.58%";"61.88%";"64.23%";"64.23%";"74.12%";"78.33%";"76.64%";"66.35%";"64.83%";"59.49%";"59.04%";"46.96%";"66.16%";"63.78%";"66.16%";"76.63%";"80.88%";"68.34%";"78.86%";"66.78%";"61.15%";"60.70%"
"87006900";"Yes";"Honduras / Spain";"ST";"29";"Lozano, Anthony";"Getafe";"76.2% (FS)";"78.6% (FS)";"9%";"3.918.760";"15.960";"44.69%";"59.55%";"61.81%";"61.81%";"59.94%";"61.43%";"73.64%";"75.04%";"73.55%";"76.19%";"75.93%";"46.17%";"63.96%";"61.63%";"63.96%";"62.20%";"63.66%";"77.59%";"76.04%";"76.05%";"78.58%";"78.32%"
