Rgn;Half;Date;UID;EU;Nat;Interested;P1;P2;Rt1;Pt1;RtG;PtG;Position;Age;Name;Av_Rat;Club;Division;Based;Apps;Starts;Gls;Ast;PoM;Mins;GK%;DFg%;DFa%;xGP/90;CS/90;Gls_Conc/90;Hdrs_W/90;Hd%;Blocks/90;Intcp/90;Clear/90;Press_C/90;PAS%;OP-KP/90;CCC/90;Pr_Pas/90;xA/90;Pas_C/90;Ps%;DRB%;ST%;Drb/90;Cr_C/90;Cr%;NP-xG/90;Gls/90;NP-xG/Shot;Sht_T/90;Sprints/90;Fls_Ag/90;Value;Wage;Expires;Det;Prof;Amb;Acc;Pac;Height;Personality;GK%t;DFg%t;DFa%t;PAS%t;DRB%t;ST%t;Mins_t
EU;Mid;30/11/2023;55071333;Yes;POR;1;CM;DM;71,5;0,0;80,6;81,7;M/AM (C);27;Samu;7,0;Vizela;Liga bwin;Portugal;46;46;10;2;0;2023;0,7;7,87;10,042;0,0;0,0;0,0;1,87;30;0,4;1,38;0,8;5,29;7,774;2,0;0,31;4,32;0,28;41,69;86;3,36633;1,199;0,62;0,13;10;0,16;0,22;0,137;0,49;9,39;1,47;2900000;9750;30/06/2024;15_19;12;12;11_14;12_15;175;;0,7;7,87;9,74;6,91;3,26333;1,01;4046
RW;End;30/11/2023;55074152;Yes;BRA;1;RB;LB;64,1;0,0;75,2;76,3;D/WB (R);30;Bruno Santos;6,7;Goiás;Brasileirão Assaí;Brazil;8;3;0;0;0;382;0,67;8,49;12,141;0,0;0,0;0,0;3,06;59;1,18;3,3;1,18;2,83;6,594;0,47;0,0;5,18;0,05;39,58;89;4,96678;0,884;1,65;0,47;7;0,12;0,0;0,054;0,71;18,61;0,71;325000;3100;31/12/2023;9_12;11;8;13_17;11_15;183;;0,67;8,49;11,55;5,7;4,89778;0,88;382
EU;Mid;30/11/2023;55076417;No;CPV;1;CB;DM;65,8;0,0;72,6;74,2;D (C), DM;28;Ponck;6,46;Desportivo Chaves;Liga bwin;Portugal;30;8;0;2;0;598;0,646;6,02;13,104;0,0;0,0;0,0;6,47;61;0,15;2,26;0,9;2,71;3,441;0,3;0,0;2,26;0,0;51,32;88;1,38556;0,17;0,15;0,0;0;0,0;0,0;0,02;0,15;7,07;0,45;31500;12000;30/06/2023;12;6;11;12;12_16;183;;0,646;6,02;12,49;2,56;1,38556;0,17;1196
EU;Mid;30/11/2023;55079126;Yes;POR;1;RB;LB;63,5;0,0;77,6;78,8;D (RL), WB (R), M (C);27;Tiago Esgaio;6,88;Arouca;Liga bwin;Portugal;76;76;6;6;4;3378;0,688;8,42;10,952;0,0;0,0;0,0;2,1;43;0,8;3,17;1,41;3,04;5,21;0,72;0,13;3,41;0,12;38,37;83;6,06089;0,638;2,18;0,48;10;0,15;0,08;0,109;0,24;20,6;1,01;1700000;14000;30/06/2025;16;9;15;12;11_14;176;;0,688;8,42;10,52;4,38;5,95889;0,58;6756
EU;Mid;30/11/2023;55079798;Yes;CAN;1;DM;CM;73,6;0,0;83,1;84,8;DM, M (C);26;Stephen Eustáquio;7,38;Porto;Liga bwin;Portugal;104;96;16;26;10;3970;0,738;7,21;8,996;0,0;0,0;0,0;1,47;32;0,39;1,72;0,48;4,62;9,547;2,11;0,41;5,85;0,32;53,07;86;3,52211;1,069;0,95;0,61;14;0,15;0,18;0,098;0,52;10,45;0,66;22500000;79000;30/06/2027;14_17;14;11;11_14;11_15;178;;0,738;7,21;8,68;8,69;3,38111;0,95;7940
EU;Mid;30/11/2023;55079823;No;COD;1;LW;RW;73,7;0,0;73,0;74,5;AM (RLC);28;André Bukia;6,87;Arouca;Liga bwin;Portugal;70;70;10;2;6;2605;0,687;6,81;9,26;0,0;0,0;0,0;2,18;27;0,45;1,38;0,38;4,6;4,503;1,69;0,21;1,69;0,06;25,32;85;7,53178;1,11;3,49;0,35;10;0,15;0,17;0,094;0,59;11,5;2,31;1800000;5750;30/06/2024;10_13;8;13;15;15;173;;0,687;6,81;8,99;3,65;7,42778;1,0;5210
EU;Mid;30/11/2023;55081095;Yes;POR;1;LB;LW;62,6;0,0;72,8;74,4;D/WB (L);30;China;6,84;Marítimo;Liga bwin;Portugal;12;2;0;0;0;205;0,684;7,47;11,451;0,0;0,0;0,0;3,51;47;0,88;3,07;1,76;1,76;6,361;0,44;0,44;4,39;0,15;55,76;94;2,00111;0,19;0,0;0,0;0;0,06;0,0;0,13;0,0;14,05;0,44;205000;8000;30/06/2025;13;12;8;13;12_15;179;;0,684;7,47;10,98;5,42;2,00111;0,19;410
EU;Mid;30/11/2023;55081414;Yes;POR;1;RW;ST;63,6;0,0;67,6;71,8;ST (C);28;André Pereira;6,62;Rio Ave;Liga bwin;Portugal;16;0;0;0;0;101;0,662;2,67;16,596;0,0;0,0;0,0;13,37;56;0,0;0,0;0,0;2,67;3,639;0,89;0,0;1,78;0,2;17,82;77;4,15444;0,06;0,89;0,0;0;0,03;0,0;0,03;0,0;5,35;2,67;79000;9750;30/06/2024;13_16;13;14;12;12;188;;0,662;2,67;16,04;2,87;4,15444;0,06;202
EU;Mid;30/11/2023;55082176;Yes;POR;1;RW;LW;68,7;0,0;75,6;76,8;AM (RL);26;Heriberto Tavares;6,99;Estoril Praia;Liga bwin;Portugal;80;76;18;4;6;2982;0,699;6,79;8,807;0,0;0,0;0,0;1,81;21;0,54;1,36;0,66;4,23;4,318;1,54;0,24;1,6;0,12;25,38;82;7,94178;1,417;3,44;1,33;15;0,14;0,27;0,099;0,72;11,68;1,72;2800000;18750;30/06/2026;8_11;12;13;14;14;181;;0,699;6,79;8,6;3,5;7,78778;1,23;5964
EU;Mid;30/11/2023;55082206;Yes;POR;1;LB;CB;64,4;0,0;77,3;80,8;D/WB (L);25;Abdu Conté;6,74;Troyes;Ligue 1;France;78;78;2;8;4;3164;0,674;8,3;13,265;0,0;0,0;0,0;4,3;67;0,74;2,67;1,11;3,78;6,243;1,28;0,09;3,98;0,07;35,61;82;5,47956;0,402;1,68;0,8;15;0,0;0,03;0,032;0,09;14,36;1,25;2300000;26500;30/06/2026;12_15;13;12;11_15;12_16;183;;0,674;8,3;12,6;5,42;5,32556;0,15;6328
EU;Mid;30/11/2023;55082251;Yes;POR;1;LW;RW;65,5;0,0;75,4;78,7;M (C), AM (RLC);25;Bruno Lourenço;6,97;Boavista;Liga bwin;Portugal;84;84;16;14;8;3513;0,697;6,94;9,412;0,0;0,0;0,0;2,25;22;0,51;1,82;0,38;4,23;4,517;1,61;0,36;1,51;0,23;24,03;81;7,01956;1,195;2,72;1,13;16;0,15;0,2;0,086;0,64;11,84;1,69;2700000;9750;30/06/2025;8_12;12;12;12;12;180;;0,697;6,94;9,19;3,71;6,85556;1,08;7026
EU;Mid;30/11/2023;55082260;Yes;POR;1;RW;LW;66,0;0,0;67,9;74,1;AM (RL);25;Tiago Dias;6,7;Casa Pia;Liga bwin;Portugal;56;0;0;0;0;417;0,67;4,97;7,839;0,0;0,0;0,0;2,59;28;0,22;0,65;0,43;3,67;1,908;0,65;0,0;0,43;0,08;21,8;75;6,68211;1,433;3,67;1,94;16;0,26;0,0;0,093;1,08;8,2;0,0;83000;4200;30/06/2025;10_13;12;15;14;14;178;;0,67;4,97;7,56;1,16;6,52111;1,43;834
EU;Mid;30/11/2023;55082268;Yes;POR;1;LB;LW;65,0;0,0;77,0;80,0;D/WB/M (L);25;Ricardo Mangas;6,96;Vitória Guimarães;Liga bwin;Portugal;86;86;0;8;4;3812;0,696;9,38;11,637;0,0;0,0;0,0;1,84;42;0,83;3,71;1,25;3,59;8,172;1,09;0,19;5,97;0,07;42,92;85;6,33822;0,128;1,96;0,57;19;0,01;0,0;0,118;0,0;15,77;1,87;2200000;15250;30/06/2026;13;11;12;14;11_15;179;;0,696;9,38;11,22;7,32;6,15222;0,13;7624
EU;Mid;30/11/2023;55082273;Yes;POR;1;RB;LB;38,6;0,0;73,0;78,7;D/WB/M (R);25;Pedro Pereira;6,5;Monza;Serie A;Italy;38;0;0;0;0;412;0,65;6,99;10,09;0,0;0,0;0,0;2,62;48;0,87;2,18;0,66;3,28;4,814;0,87;0,22;2,84;0,07;32,55;81;5,74078;0,06;1,75;0,66;10;0,01;0,0;0,05;0,0;17,26;1,31;2000000;46000;30/06/2026;8_16;14;16;8_14;10_15;185;;0,65;6,99;9,61;4,0;5,63778;0,06;824
EU;Mid;30/11/2023;55082280;Yes;POR;1;CM;DM;66,6;0,0;71,8;77,4;M (C);24;João Tavares;6,84;Marítimo;Liga bwin;Portugal;74;74;2;8;4;2735;0,684;7,31;9,922;0,0;0,0;0,0;2,27;34;0,46;1,71;0,66;4,48;6,663;1,61;0,2;3,92;0,07;41,27;86;3,18;0,666;0,89;0,13;20;0,1;0,03;0,109;0,39;8,19;1,05;1200000;7500;30/06/2025;13_17;13;14;12_15;11_14;179;;0,684;7,31;9,58;5,8;2,98;0,63;5470
EU;Mid;30/11/2023;55082342;Yes;POR;1;LW;CM;72,3;0,0;78,7;83,2;M (C), AM (LC);26;André Horta;6,7;Braga;Liga bwin;Portugal;24;18;0;0;0;668;0,67;8,08;10,018;0,0;0,0;0,0;1,48;46;0,81;1,75;0,4;5,12;7,726;2,02;0,0;4,72;0,11;41,77;88;4,17333;0,322;1,89;0,27;20;0,08;0,0;0,112;0,13;9,03;0,81;3200000;38000;30/06/2027;12_16;14;14;14;14;175;;0,67;8,08;9,56;6,85;3,97333;0,32;1336
EU;Mid;30/11/2023;55082360;No;GHA;1;RW;LW;73,4;0,0;74,3;80,0;ST (C);27;Emmanuel Boateng;6,8;Rio Ave;Liga bwin;Portugal;64;64;8;0;2;2218;0,68;6,61;10,324;0,0;0,0;0,0;3,37;34;0,32;0,93;0,65;4,71;3,863;1,3;0,16;1,54;0,06;22,48;80;6,12933;1,325;2,43;0,53;18;0,22;0,16;0,1;0,77;10,83;1,79;2300000;12000;30/06/2024;11_14;12;13;16;15;175;;0,68;6,61;9,98;3,06;5,95333;1,25;4436
EU;Mid;30/11/2023;55082827;Yes;POR;1;RW;LW;70,3;0,0;80,4;81,2;M (C), AM (RC);27;Chiquinho;6,98;Benfica;Liga bwin;Portugal;60;2;6;2;2;481;0,698;5,8;6,27;0,0;0,0;0,0;0,37;10;0,0;1,31;0,0;4,49;5,777;1,68;0,0;3,18;0,04;39,85;88;4,85133;2,6;0,94;0,75;15;0,2;0,56;0,09;1,5;10,29;1,87;4900000;42000;30/06/2024;14_17;14;12;13;13;174;;0,698;5,8;6,17;4,9;4,70333;2,35;962
EU;Mid;30/11/2023;55082919;Yes;POR;1;RW;CM;66,6;0,0;74,8;77,8;M (C), AM (RC);27;Joca;6,73;Rio Ave;Liga bwin;Portugal;62;22;8;2;0;1264;0,673;7,27;8,892;0,0;0,0;0,0;1,42;20;0,43;1,64;0,5;4,7;5,833;1,85;0,14;2,92;0,16;24,49;76;6,80256;1,477;3,28;0,36;15;0,25;0,28;0,112;0,71;11,75;1,71;600000;6500;30/06/2024;12_15;12;12;12;13;167;;0,673;7,27;8,69;5,07;6,65556;1,35;2528
EU;Mid;30/11/2023;55082920;Yes;POR;0;RW;LW;66,8;0,0;73,4;75,2;D/WB/M (L), AM (RLC);26;Gil Dias;0,0;Stuttgart;Bundesliga;Germany;4;0;0;0;0;10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,833;0,0;0,0;0,0;0,0;45,0;83;19,0;0,0;0,0;9,0;100;0,0;0,0;0,0;0,0;0,0;9,0;2400000;73500;30/06/2025;11_14;11;13;13;14;186;;0,0;0,0;0,0;0,0;18,0;0,0;20
EU;Mid;30/11/2023;55083779;Yes;POR;0;LW;RW;81,4;0,0;84,6;88,6;AM (RL), ST (C);26;Diogo Jota;6,96;Liverpool;Premier League;England;82;2;6;4;0;705;0,696;5,37;8,601;0,0;0,0;0,0;2,94;29;0,13;0,64;0,26;4,34;4,157;1,4;0,38;1,4;0,12;28,98;86;5,16567;4,177;2,04;0,13;6;0,81;0,38;0,12;2,81;11,49;1,66;33000000;704000;30/06/2027;17;13;16;16;15;178;Spirited;0,696;5,37;8,31;3,3;5,10667;4,12;1410
RW;End;30/11/2023;55083804;No;BRA;0;CB;RB;64,6;0,0;76,2;77,7;D (C);26;Lucas Cunha;6,58;RB Bragantino;Brasileirão Assaí;Brazil;8;5;1;0;0;571;0,658;7,41;16,139;0,0;0,0;0,0;8,04;69;0,79;2,68;1,1;2,84;5,237;0,16;0,16;4,1;0,06;48,55;76;1,38556;0,86;0,16;0,0;0;0,01;0,16;0,03;0,16;5,36;0,63;2600000;9500;31/12/2026;10_14;10;12;11_14;9_12;186;;0,658;7,41;15,45;4,48;1,38556;0,36;571
EU;Mid;30/11/2023;56001681;Yes;IRL;1;RB;LB;66,3;0,0;78,8;79,4;D/WB/M (R);34;Seamus Coleman;6,87;Everton;Premier League;England;76;76;2;2;4;3091;0,687;8,54;13,56;0,0;0,0;0,0;4,34;68;0,79;3,41;1,14;3,2;5,195;0,64;0,09;3,55;0,08;38,35;84;5,97789;0,27;2,42;0,41;7;0,01;0,03;0,057;0,03;20,15;0,84;525000;352000;30/06/2024;18;13;13;12;12_15;178;;0,687;8,54;12,88;4,36;5,90889;0,13;6182
EU;Mid;30/11/2023;57154415;Yes;ROU;1;LW;RW;66,6;0,0;71,5;74,4;M/AM (RL), ST (C);24;Alex Dobre;6,67;Famalicão;Liga bwin;Portugal;64;6;2;0;0;885;0,667;5,49;8,06;0,0;0,0;0,0;2,34;23;0,2;1,02;0,2;4,07;3,866;1,02;0,31;1,63;0,09;27,97;82;5,87544;0,788;2,34;0,31;9;0,12;0,1;0,087;0,41;8,95;2,14;925000;10750;30/06/2025;12_16;9;12;14;13;178;;0,667;5,49;7,83;3,05;5,78444;0,72;1770
EU;Mid;30/11/2023;57177195;Yes;ROU;1;GK;CB;39,6;0,0;68,8;73,8;GK;22;Mihai Popa;6,16;Torino;Serie A;Italy;8;4;0;0;0;275;-0,534;0,0;0,0;-0,49;0,65;1,31;0,0;0;0,0;0,0;0,0;0,0;0,556;0,0;0,0;0,0;0,0;14,73;56;0,65;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,65;975000;12500;30/06/2026;0;11;13;0;0;190;;-0,534;0,0;0,0;0,0;0,65;0,0;550
EU;Mid;30/11/2023;58050612;No;RUS;1;GK;CB;68,8;0,0;74,2;75,9;GK;32;Stanislav Kritsyuk;6,7;Gil Vicente;Liga bwin;Portugal;50;48;0;0;6;1972;-0,02;0,0;0,0;0,09;0,41;1,19;0,0;0;0,0;0,0;0,0;0,0;0,646;0,09;0,0;0,0;0,0;16,06;56;0,41;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,41;348000000;12000;30/06/2025;11_14;11;13;9_12;10_14;192;;-0,02;0,0;0,0;0,09;0,41;0,0;3944
EU;Mid;30/11/2023;58092242;No;RUS;1;RW;AM;66,4;0,0;79,0;81,0;M (R), AM (RC);27;Alexey Miranchuk;6,75;Atalanta;Serie A;Italy;40;0;2;0;0;265;0,675;4,08;7,549;0,0;0,0;0,0;3,06;41;0,0;0,34;0,34;3,4;2,341;0,34;0,0;1,02;0,11;34,3;87;6,72022;2,643;0,68;3,06;15;0,37;0,34;0,122;1,7;10,19;1,7;6500000;231000;30/06/2024;11_17;12;14;13_17;11_15;182;;0,675;4,08;7,14;1,47;6,57222;2,53;530
EU;Mid;30/11/2023;58104594;No;RUS;1;LW;RW;68,8;0,0;82,9;84,8;M/AM (LC);26;Alexandr Golovin;7,01;Monaco;Ligue 1;France;98;92;10;6;4;3325;0,701;8,16;9,996;0,0;0,0;0,0;1,62;22;0,49;1,71;0,65;5,31;5,491;1,81;0,3;2,33;0,2;32,29;85;7,65778;1,253;2,95;1,71;16;0,2;0,14;0,092;0,76;12,67;1,43;38000000;382000;30/06/2026;13_16;14;15;11_15;14_17;180;;0,701;8,16;9,78;4,64;7,49778;1,19;6650
EU;Mid;30/11/2023;58130617;No;CIV;1;DM;CM;62,1;0,0;71,4;73,8;DM, M (C);25;Eboué Kouassi;6,6;Arouca;Liga bwin;Portugal;20;0;2;0;0;257;0,66;6,65;11,05;0,0;0,0;0,0;3,85;55;0,35;1,4;0,35;4,55;4,709;0,0;0,0;3,85;0,0;44,82;86;1,47889;1,555;0,35;0,0;0;0,15;0,35;0,105;0,7;10,16;0,0;525000;10750;30/06/2025;10_14;12;12;7_10;10_13;185;;0,66;6,65;10,5;3,85;1,47889;1,31;514
EU;Mid;30/11/2023;59006269;No;ARM;1;LW;CM;79,0;0,0;83,5;83,3;M (C), AM (LC);34;Henrikh Mkhitaryan;6,77;Inter;Serie A;Italy;6;2;0;0;0;103;0,677;6,12;9,34;0,0;0,0;0,0;2,62;60;0,0;0,0;0,0;6,12;6,107;1,75;0,0;3,5;0,0;41,94;86;5,07222;0,43;2,62;0,87;100;0,2;0,0;0,23;0,0;5,24;0,0;3200000;406000;30/06/2024;15;17;16;13;14;177;Ambitious;0,677;6,12;8,74;5,25;4,07222;0,43;206
EU;Mid;30/11/2023;59093382;No;GEO;1;CB;LB;59,7;0,0;73,3;77,2;D (C);25;Luka Lochoshvili;6,81;Cremonese;Serie A;Italy;76;76;0;2;2;3378;0,681;6,53;15,312;0,0;0,0;0,0;8,02;76;0,51;2,85;1,49;1,68;4,756;0,24;0,08;3,57;0,03;51,9;84;1,82111;0,095;0,27;0,05;40;0,01;0,0;0,055;0,03;5,14;0,53;2400000;52000;30/06/2026;12_16;11;10;9_13;9_15;192;;0,681;6,53;14,55;3,92;1,42111;0,09;6756
EU;Mid;30/11/2023;59118441;Yes;MDA;1;ST;RW;60,8;0,0;67,8;70,3;ST (C);24;Ion Nicolăescu;6,69;Heerenveen;Eredivisie;Netherlands;70;70;16;10;0;2340;0,669;4,2;8,333;0,0;0,0;0,0;3,88;25;0,35;0,88;0,35;2,62;2,624;0,73;0,31;0,65;0,1;19,12;83;4,32967;1,696;1,27;0,12;33;0,16;0,31;0,092;0,96;5,46;2,0;300000;5500;30/06/2026;12_16;10;11;12_15;11_14;184;;0,669;4,2;8,08;1,79;3,99667;1,52;4680
EU;Mid;30/11/2023;59130638;No;GEO;0;LW;RW;81,5;0,0;83,8;90,6;AM (L);22;Khvicha Kvaratskhelia;7,13;Napoli;Serie A;Italy;98;98;14;6;12;3226;0,713;7,76;10,186;0,0;0,0;0,0;2,09;34;0,61;1,59;0,73;4,83;5,701;2,06;0,2;2,48;0,13;27,81;83;6,41556;1,31;2,82;0,39;23;0,17;0,2;0,097;0,73;11,75;1,67;73000000;128000;30/06/2027;17;14;16;15;14;183;Resilient;0,713;7,76;9,85;4,87;6,18556;1,2;6452
EU;Mid;30/11/2023;59138294;No;GEO;1;GK;CB;68,2;0,0;76,6;81,8;GK;22;Giorgi Mamardashvili;6,61;Valencia;LaLiga;Spain;24;20;0;0;0;1013;-0,379;0,0;0,0;0,02;0,18;1,24;0,0;0;0,0;0,0;0,0;0,0;0,603;0,0;0,0;0,0;0,0;16,35;60;0,27;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,27;15250000;13250;30/06/2027;12_16;10;14;9_12;8_11;199;;-0,379;0,0;0,0;0,0;0,27;0,0;2026
EU;Mid;30/11/2023;61028448;No;SCO;1;RW;LW;65,4;0,0;80,9;84,6;M (R), AM (RC);31;Stuart Armstrong;6,82;Southampton;Premier League;England;68;48;8;8;2;1780;0,682;6,56;8,523;0,0;0,0;0,0;1,72;24;0,4;1,92;0,3;3,94;4,445;1,37;0,15;2,02;0,07;32,56;84;4,45444;1,402;1,01;1,21;14;0,19;0,2;0,097;0,81;10,21;0,96;8250000;302000;30/06/2024;13_16;13;15;12;12;183;;0,682;6,56;8,28;3,61;4,31444;1,3;3560
EU;Mid;30/11/2023;61036775;No;SCO;1;RW;LW;77,5;83,6;77,5;83,6;M/AM (RL);29;Ryan Fraser;6,58;Southampton;Premier League;England;66;0;4;0;0;614;0,658;4,7;5,379;0,0;0,0;0,0;0,59;9;0,0;0,59;0,15;3,96;2,853;0,88;0,0;1,17;0,0;33,42;80;3,547;1,642;0,59;0,73;8;0,16;0,29;0,112;0,88;11,43;0,88;6250000;327000;30/06/2025;13;10;12;15;14;163;Balanced;0,658;4,7;5,29;2,05;3,47;1,44;1228
EU;Mid;30/11/2023;61042900;No;SCO;1;RW;LW;72,0;0,0;78,1;82,0;M/AM (RLC);28;Ryan Christie;6,72;Bournemouth;Premier League;England;48;0;4;0;0;518;0,672;6,6;7,802;0,0;0,0;0,0;1,04;16;0,17;0,87;0,17;5,39;5,633;1,74;0,0;2,95;0,11;33,01;83;5,79911;2,77;1,91;0,87;28;0,59;0,35;0,17;1,56;12,16;1,39;8250000;176000;30/06/2024;9_13;12;14;13;14;178;;0,672;6,6;7,64;4,8;5,52111;2,67;1036
EU;Mid;30/11/2023;61043070;No;SCO;1;CM;DM;71,6;0,0;82,1;85,1;DM, M/AM (C);28;John McGinn;6,76;Aston Villa;Premier League;England;88;30;8;2;4;1939;0,676;6,96;9,574;0,0;0,0;0,0;2,14;47;0,28;1,44;0,37;4,87;6,253;0,84;0,6;3,76;0,19;52,45;86;2,793;1,124;0,97;0,05;8;0,18;0,19;0,119;0,51;10,17;0,56;19750000;352000;30/06/2027;16_19;14;13;11_14;13_17;181;;0,676;6,96;9,1;5,39;2,71;1,0;3878
EU;Mid;30/11/2023;61043456;No;SCO;0;LB;LW;83,8;0,0;87,2;91,2;D/WB (L);29;Andrew Robertson;7,06;Liverpool;Premier League;England;112;112;0;12;8;5027;0,706;9,8;13,13;0,0;0,0;0,0;2,76;57;0,88;3,51;1,15;4,26;8,253;1,09;0,11;6,07;0,1;46,41;88;6,58;0,137;2,45;0,61;21;0,01;0,0;0,107;0,02;19,44;1,15;153000000;804000;30/06/2026;16;13;15;16;16;178;Spirited;0,706;9,8;12,56;7,37;6,37;0,14;10054
EU;Mid;30/11/2023;61064267;No;SCO;1;CB;RB;72,4;0,0;75,4;81,1;D (C);26;Scott McKenna;6,75;Nottm Forest;Premier League;England;4;2;0;0;0;105;0,675;4,29;13,574;0,0;0,0;0,0;8,57;71;0,0;2,57;0,86;0,86;6,909;0,0;0,0;6,0;0,0;60,0;91;1,24111;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;3,43;0,86;4700000;126000;30/06/2024;15;12;15;12;11_14;188;;0,675;4,29;12,86;6,0;1,24111;0,0;210
EU;Mid;30/11/2023;61069532;No;AUS;0;CB;RB;75,1;0,0;73,5;75,4;D (C);24;Harry Souttar;6,68;Leicester;Premier League;England;18;4;0;0;0;436;0,668;3,92;10,654;0,0;0,0;0,0;5,99;74;0,21;1,44;0,0;2,27;5,57;0,62;0,0;3,92;0,13;52,22;90;2,77222;0,44;0,62;0,41;50;0,09;0,0;0,14;0,21;9,29;0,21;28500000;302000;30/06/2028;16;16;16;7;10_13;199;;0,668;3,92;9,91;4,67;2,27222;0,44;872
EU;Mid;30/11/2023;61070563;No;SCO;0;LB;RB;79,8;0,0;87,8;92,1;D (LC), WB (L);25;Kieran Tierney;6,91;Real Sociedad;LaLiga;Spain;92;92;0;10;0;3861;0,691;9,12;13,9;0,0;0,0;0,0;4,08;70;0,75;3,36;0,98;4,03;7,558;1,05;0,16;5,38;0,1;45,97;87;6,07078;0,236;2,26;0,3;10;0,02;0,0;0,146;0,07;19,51;1,24;18250000;553000;30/06/2026;18;15;15;15;14;178;Driven;0,691;9,12;13,2;6,69;5,96778;0,24;7722
EU;Mid;30/11/2023;61078132;No;SCO;1;CM;DM;56,6;0,0;78,7;84,7;M/AM (C);23;Lewis Ferguson;6,81;Bologna;Serie A;Italy;72;72;18;2;0;3094;0,681;7,38;10,295;0,0;0,0;0,0;2,59;32;0,52;1,48;0,49;4,89;3,278;0,81;0,09;1,51;0,03;31,65;84;3,82911;1,365;1,13;0,15;24;0,15;0,26;0,094;0,7;12,16;0,96;4900000;61500;30/06/2026;12_16;11;14;11_15;9_15;181;;0,681;7,38;9,97;2,44;3,59111;1,2;6188
EU;Mid;30/11/2023;61078265;No;SCO;1;DM;CM;69,8;0,0;76,0;80,4;DM, M (C);21;Billy Gilmour;6,61;Brighton;Premier League;England;42;6;0;0;0;519;0,661;6,07;7,549;0,0;0,0;0,0;1,21;27;0,17;1,39;0,35;4,16;6,031;1,21;0,0;3,82;0,13;43,35;87;2,76111;0,573;1,39;0,0;0;0,14;0,0;0,263;0,17;9,19;0,35;15000000;176000;30/06/2026;14_17;14;15;12_16;10_14;170;;0,661;6,07;7,28;5,16;2,76111;0,57;1038
EU;Mid;30/11/2023;61083649;No;SCO;1;RB;LB;66,0;0,0;80,2;88,7;D/WB (R);21;Nathan Patterson;6,8;Everton;Premier League;England;4;2;0;0;0;95;0,68;6,63;6,63;0,0;0,0;0,0;0,0;0;0,0;3,79;0,0;2,84;7,61;0,95;0,0;5,68;0,15;41,68;83;7,79222;0,21;3,79;0,0;0;0,1;0,0;0,11;0,0;27,47;0,95;27500000;201000;30/06/2027;15;13;12;15;12_16;183;;0,68;6,63;6,63;6,78;7,79222;0,21;190
EU;Mid;30/11/2023;61089387;No;SCO;1;LB;RB;65,7;0,0;79,6;85,3;D/WB (RL);20;Aaron Hickey;7,0;Brentford;Premier League;England;78;78;0;2;4;2948;0,7;9,28;11,978;0,0;0,0;0,0;2,26;44;0,64;3,6;1,13;3,91;7,88;1,8;0,18;4,98;0,06;41,98;86;9,07789;0,227;3,97;1,13;19;0,04;0,0;0,127;0,06;20,06;1,56;29000000;176000;30/06/2026;14;12;13;14;11_15;176;;0,7;9,28;11,54;7,02;8,88889;0,23;5896
EU;Mid;30/11/2023;61093823;No;SCO;1;LB;CB;59,0;0,0;81,8;86,4;D/WB (L);21;Josh Doig;7,08;Verona;Serie A;Italy;48;46;0;0;4;2070;0,708;9,08;14,525;0,0;0,0;0,0;4,57;88;1,13;3,17;1,0;3,78;7,234;0,83;0,09;5,3;0,13;45,87;88;7,51933;0,16;2,83;0,74;24;0,01;0,0;0,11;0,04;19,74;1,52;13000000;50500;31/05/2026;15_19;13;14;13_17;13_19;189;;0,708;9,08;13,65;6,35;7,28333;0,16;4140
EU;Mid;30/11/2023;62000307;Yes;SRB;1;DM;CM;67,2;0,0;78,5;78,5;DM, M (C);34;Nemanja Matić;6,85;Rennes;Ligue 1;France;96;94;4;8;0;3075;0,685;7,45;11,409;0,0;0,0;0,0;3,31;65;0,67;1,81;0,73;4,24;6,334;1,14;0,23;4,04;0,07;42,18;85;2,78189;0,565;0,97;0,09;14;0,04;0,06;0,102;0,23;8,72;0,61;348000000;260000;30/06/2025;10_14;16;13;5_8;8_11;194;;0,685;7,45;10,76;5,48;2,63889;0,43;6150
EU;Mid;30/11/2023;62012567;No;MNE;1;CB;RB;82,4;0,0;79,2;81,1;D (C);32;Stefan Savić;6,76;Atlético Madrid;LaLiga;Spain;36;16;0;2;0;1126;0,676;6,24;13,225;0,0;0,0;0,0;6,31;68;0,56;2,8;1,44;1,44;5,293;0,24;0,0;4,08;0,04;67,7;93;1,01222;0,381;0,16;0,0;0;0,05;0,0;0,091;0,24;6,23;0,16;23500000;374000;30/06/2024;15;12;14;13;14;187;Spirited;0,676;6,24;12,55;4,36;1,01222;0,38;2252
